ID,SMILES,Respiratory Toxicity_Respiratory Toxicity,Irritation and Corrosion_Eye Corrosion,Hepatotoxicity_Hepatotoxicity,Endocrine Disruption_SR-p53,Endocrine Disruption_SR-HSE,Endocrine Disruption_SR-ATAD5,Endocrine Disruption_SR-ARE,Endocrine Disruption_NR-aromatase,Endocrine Disruption_NR-ER,Endocrine Disruption_NR-ER-LBD,Endocrine Disruption_NR-AhR,Endocrine Disruption_NR-AR,Endocrine Disruption_NR-AR-LBD,Clinical Toxicity_Clinical toxicity,Cardiotoxicity_Cardiotoxicity-5,Cardiotoxicity_Cardiotoxicity-10,Cardiotoxicity_Cardiotoxicity-1,Carcinogenicity_Carcinogenicity,CYP450_CYP3A4,CYP450_CYP2C19,CYP450_CYP1A2,CYP450_CYP2C9,Mutagenicity_Ames Mutagenicity,Irritation and Corrosion_Eye Irritation,Endocrine Disruption_SR-MMP,Endocrine Disruption_NR-PPAR-gamma,Developmental and Reproductive Toxicity_Reproductive Toxicity,Developmental and Reproductive Toxicity_Developmental Toxicity,Cardiotoxicity_Cardiotoxicity-30,CYP450_CYP2D6
TOX-97727,Cc1cc2c(nc1C)CCCCN2C[C@H](O)CN1CCCc2nc(-c3ccc(Br)cc3)ccc21,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,
TOX-97728,Cc1cc2c(nc1C)CCCN2C[C@@H](O)CN1CCN(C)CC1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0
TOX-97729,Cc1cc2c(nc1C)CCCN2C[C@H](O)CN1CCCc2nc(-c3ccc(Br)cc3)ccc21,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0.0
TOX-97730,Cc1cc2c(nc1C)CCCN2CC(O)CN1CCCc2nc(C)c(C)cc21,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0
TOX-97731,Cc1cc2c(ncn2Cc2ccccc2)c([N+](=O)[O-])c1C,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,0.0
TOX-97732,Cc1cc2c(O)nc(N)nc2nc1C,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,0.0
TOX-97733,Cc1cc2c(s1)CCCCC(=O)N2,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,
TOX-97734,Cc1cc2c(SCc3ccccc3Cl)nc(N)nc2nc1C,,,,,,,,,,,,,,,,,,,0.0,,1.0,0.0,,,,,,,,0.0
TOX-97735,CC1Cc2cc(C(=O)C3=C(O)C(=O)N(CCN4CCOCC4)C3c3cccc(Cl)c3)ccc2O1,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,0.0
TOX-97736,Cc1cc2cc(C(c3nnnn3C(C)(C)C)N(Cc3ccco3)CC3CCCO3)c(O)nc2cc1C,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,,,,,,,,0.0
TOX-97737,Cc1cc2cc(C)c3nnc(SCC(=O)NCc4ccc5c(c4)OCO5)n3c2cc1C,,,,,,,,,,,,,,,,,,,1.0,1.0,,0.0,,,,,,,,1.0
TOX-97738,Cc1cc2cc(C=O)c(Cl)nc2cc1C,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
TOX-97739,Cc1cc2cc3c(cc2nc1SCC(=O)Nc1c(C)cccc1C)CCC3,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
TOX-97740,Cc1cc2cc3c(N)[nH]nc3nc2cc1C,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,,,,,0.0
TOX-97741,Cc1cc2cc3c(O)nc(O)nc3nc2cc1C,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,0.0
TOX-97742,Cc1cc2cccc(C)c2nc1SCC(=O)N(C)c1nc(-c2ccccc2)cs1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,0.0
TOX-97743,Cc1cc2ccccc2c[n+]1CC(O)C[n+]1cc2ccccc2cc1C,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,1.0
TOX-97744,CC1Cc2ccccc2N1C(=O)C1CCCCN1S(=O)(=O)c1ccccc1,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,,,,,,,,,0.0
TOX-97745,CC1Cc2ccccc2N1C(=O)C1CCCN(S(=O)(=O)c2cccc3nsnc23)C1,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,0.0
TOX-97746,CC1Cc2ccccc2N1C(=O)CCN1C(=O)C2C3C=CC(C3)C2C1=O,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.0
TOX-97747,CC1Cc2ccccc2N1C(=O)CN1C(=O)COc2ccccc21,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,,,,,
TOX-97748,CC1Cc2ccccc2N1C(=O)Cn1cc([N+](=O)[O-])cn1,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,0.0
TOX-97749,CC1Cc2ccccc2N1C(=O)CSc1nnnn1C(C)C,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.0
TOX-97750,CC1Cc2ccccc2N1C(=O)CSCC(=O)O,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,
TOX-97751,CC1Cc2ccccc2N1Cc1nc(O)c2ccc(C(F)(F)F)cc2n1,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.0
TOX-97752,Cc1cc2ccccc2n1CCNC(=O)C1CCCC1,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,,,,,,,,
TOX-97753,Cc1cc2ccccc2n1CCNC(=O)c1ccccc1,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,1.0
TOX-97754,Cc1cc2ccccc2nc1SCC(=O)Nc1nc(-c2ccccc2)cs1,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
TOX-97755,Cc1cc2n(n1)SC(Nc1ccccc1)N2,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,,,,,,,,,0.0
TOX-97756,Cc1cc2nc(-c3ccc(SCc4ccc(C#N)cc4)nc3)[nH]c2cc1C,,,,,,,,,,,,,,,,,,,0.0,1.0,,1.0,,,,,,,,0.0
TOX-97757,Cc1cc2nc(C3CCCN(C(=O)NCc4ccccc4)C3)[nH]c2cc1C,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
TOX-97758,Cc1cc2nc(C3CCCN(C(=S)Nc4ccccc4)C3)[nH]c2cc1C,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0
TOX-97759,Cc1cc2nc(C3CCN(Cc4nnnn4Cc4ccccc4)CC3)[nH]c2cc1C,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
TOX-97760,Cc1cc2nc(CCN(C(=S)NCC(C)C)C3CCCC3)[nH]c2cc1C,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,1.0
TOX-97761,Cc1cc2nc(O)c([C@H](C)C(=O)c3ccc(Cl)cc3)nc2cc1C,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,0.0
TOX-97762,Cc1cc2nc(O)c3ccccc3n2n1,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,,,,,0.0
TOX-97763,Cc1cc2nc(SCCOC(=O)Nc3ccc(Cl)cc3)nc(C)c2cc1C,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,,,,,,,,,1.0
TOX-97764,Cc1cc2ncn(C3CC(=O)N(C)C3=O)c2cc1C,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0
TOX-97765,Cc1cc2ncn(CC(=O)O)c2cc1C,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0
TOX-97766,Cc1cc2nnc(SCC(=O)N3CCN(c4ccccc4)CC3)n2c(N)n1,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0
TOX-97767,Cc1cc2nnc(SCC(=O)OC(C)C)n2c2ccccc12,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,,,,,,,,,0.0
TOX-97768,Cc1cc2nnc(SCCCCN3C(=O)c4ccccc4C3=O)n2c2ccccc12,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,0.0
TOX-97769,Cc1cc2sc(C)[n+](CCCOS(=O)(=O)O)c2cc1C,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,0.0
TOX-97770,Cc1ccc(/C(=C/CN2CCCC2)c2ccccn2)cc1,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,
TOX-97771,Cc1ccc(/C(C#N)=C/c2cccc([N+](=O)[O-])c2)cc1,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,,,,,0.0
TOX-97772,Cc1ccc(/C(O)=C/C2=NCC(C)NC2=O)cc1,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,0.0
TOX-97773,Cc1ccc(/C=C/C(=O)c2nc3ccccc3[nH]2)cc1,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,
TOX-97774,Cc1ccc(/C=C/C(=O)N2CC(C)CC(C)C2)o1,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,,,,,,,,
TOX-97775,Cc1ccc(/C=C/C(=O)NC(=S)Nc2ccccc2C(=O)NC2CCCCC2)cc1,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,,,,,,,,,0.0
TOX-97776,Cc1ccc(/C=C/C(=O)Nc2cc(C)on2)cc1,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,0.0
TOX-97777,Cc1ccc(/C=C/C2=Cc3c(sc(NC(=O)CSc4n[nH]c(N)n4)c3C#N)C(C)(C)C2)o1,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,,,,,,,,
TOX-97778,Cc1ccc(/C=C/c2ccc(O)nn2)cc1,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0
TOX-97779,Cc1ccc(/C=C/c2nnc(-c3ccc(C)cc3)o2)cc1,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0
TOX-97780,Cc1ccc(/C=C/c2nnc(-c3cccs3)o2)cc1,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,
TOX-97781,Cc1ccc(/C=C2/NC(=O)N(Cc3ccccc3)C2=O)s1,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,,,,,,,,0.0
TOX-97782,Cc1ccc(/C=C2\OC(=O)c3ccccc32)cc1,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,0.0
TOX-97783,Cc1ccc(/C=C2\SC(=S)N(CCCC(=O)Nc3ccccn3)C2=O)cc1,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,,,,,,,,0.0
TOX-97784,Cc1ccc(/C=C2\Sc3ccccc3C2=O)s1,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,
TOX-97785,Cc1ccc(/C=N/n2c(S)nnc2-c2cccs2)cc1,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,
TOX-97786,Cc1ccc(/C=N/n2c(S)nnc2COc2ccccc2)s1,,,,,,,,,,,,,,,,,,,0.0,,1.0,1.0,,,,,,,,0.0
TOX-97787,Cc1ccc(/C=N/n2cnnc2)s1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
TOX-97788,Cc1ccc(/C=N/n2nnnc2N)cc1[N+](=O)[O-],,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,0.0
TOX-97789,Cc1ccc(/C=N/NC(=O)c2cc3c(ccc4ccccc43)o2)cc1[N+](=O)[O-],,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,0.0
TOX-9779,CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1,,,,,1.0,0.0,,1.0,,0.0,0.0,0.0,,,,,,,,,,,0.0,,1.0,,,,,
TOX-97790,Cc1ccc(/C=N/NC(=O)c2cccs2)cc1[N+](=O)[O-],,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,
TOX-97791,Cc1ccc(/C=N/NC(=O)CSc2nc3ccccc3n2C)s1,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,,,,,,,,,1.0
TOX-97792,Cc1ccc(/C=N/NC(=O)CSc2nc3nc(C)cc(C)n3n2)cc1,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0
TOX-97793,Cc1ccc(/C=N\NC(=O)c2cc(OCC(F)(F)F)ccc2OCC(F)(F)F)cc1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0
TOX-97794,Cc1ccc(/C=N\NC(=O)C2COc3cc4ccccc4cc3O2)o1,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.0
TOX-97795,Cc1ccc(/C=N\Nc2nc3cc(Cl)ccc3[nH]2)o1,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0
TOX-97796,Cc1ccc(/N=C/c2cc(C)n(C3CCCC3)c2C)cc1,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
TOX-97797,Cc1ccc(/N=C/c2nc(/C=C/c3cccc([N+](=O)[O-])c3)oc2O)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
TOX-97798,Cc1ccc(/N=C2/Sc3nc4cc(C)cc(C)c4cc3CN2CCN2CCOCC2)cc1,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,,,,,,,,,0.0
TOX-97799,Cc1ccc(/N=N\c2c(O)ccc3cc(S(=O)(=O)O)ccc23)cc1,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0
TOX-978,COC(=O)[C@H](c1ccccc1)[C@H]1CCCC[NH2+]1,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
TOX-97800,Cc1ccc(/N=N\c2c(O)nc3ccccc3c2O)c(S(=O)(=O)N(C)C)c1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0
TOX-97801,Cc1ccc([C@@]2(C)CC/C(=N/N=C3\CC[C@](C)(c4ccc(C)c(C)c4)c4cc(C)c(C)cc43)c3cc(C)c(C)cc32)cc1C,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,0.0
TOX-97802,Cc1ccc([N+](=O)[O-])cc1/N=C(/c1cccc([N+](=O)[O-])c1)N1CCOCC1,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0
TOX-97803,Cc1ccc([N+](=O)[O-])cc1NC(=S)NC(=O)CC(C)(C)C,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,
TOX-97804,Cc1ccc(-[n+]2cc(O)on2)cc1,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,
TOX-97805,CC1CCC(=C(C#N)C(=O)Nc2cccc(Cl)c2)CC1,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,
TOX-97806,CC1CCC(=NNC(=O)Cc2ccccc2)CC1,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,,,,,,,0.0
TOX-97807,Cc1ccc(C(=N)c2ccccc2Cc2cccc3ccccc23)c2ccccc12,,,,,,,,,,,,,,,,,,,,1.0,,0.0,,,,,,,,
TOX-97808,Cc1ccc(C(=N)Nc2ccccc2)cc1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,
TOX-97809,Cc1ccc(C(=N)NOC(=O)Cc2cccs2)cc1,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,0.0
TOX-97810,Cc1ccc(C(=O)/C=C/c2c[nH]c3ccccc23)cc1,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,
TOX-97811,Cc1ccc(C(=O)C(OC(=O)CCC(=O)Nc2cccc(C)c2)c2ccccc2)cc1,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
TOX-97812,Cc1ccc(C(=O)C(OC(=O)CN2C(=O)c3ccccc3C2=O)c2ccccc2)cc1,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,,,0.0
TOX-97813,Cc1ccc(C(=O)C(OC(=O)CNC(=O)c2ccc(Cl)cc2)c2ccccc2)cc1,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,,,,,,,,,0.0
TOX-97814,Cc1ccc(C(=O)C(OC(=O)CNS(=O)(=O)c2ccccc2)c2ccccc2)cc1,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,,,,,,,,0.0
TOX-97815,Cc1ccc(C(=O)C(OC(=O)COc2ccccc2C)c2ccccc2)cc1,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,0.0
TOX-97816,Cc1ccc(C(=O)C2(C)C3c4cc(Br)ccc4OC(=O)C32C(=O)c2ccco2)cc1,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,,,,,,0.0
TOX-97817,Cc1ccc(C(=O)C2=C(O)C(=O)N(CCCn3ccnc3)C2c2ccc(OC(C)C)cc2)o1,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,
TOX-97818,Cc1ccc(C(=O)C2C(=O)c3ccccc3C2=O)cc1,,,,,,,,,,,,,,,,,,,0.0,,,1.0,,,,,,,,0.0
TOX-97819,Cc1ccc(C(=O)c2c[nH]c(C(=O)NCCCN3CCOCC3)c2)cc1,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,0.0
TOX-97820,Cc1ccc(C(=O)c2c[nH]nc2-c2cc(Cl)ccc2O)cc1,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,
TOX-97821,Cc1ccc(C(=O)c2cc([N+](=O)[O-])ccc2N2CCOCC2)c(C)c1,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,0.0
TOX-97822,Cc1ccc(C(=O)c2ccccc2C(=O)O)s1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0
TOX-97823,Cc1ccc(C(=O)c2cn(-c3ccc(F)c(Cl)c3)nn2)cc1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,0.0
TOX-97824,Cc1ccc(C(=O)c2oc3nc(C)cc(C)c3c2N)cc1,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
TOX-97825,Cc1ccc(C(=O)CN(C(=O)c2ccc(Cl)cc2)N2C(=O)c3ccccc3C2=O)cc1,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,0.0
TOX-97826,Cc1ccc(C(=O)COC(=O)c2ccc3c(c2)C(=O)N(c2cccc4ncccc24)C3=O)cc1C,,,,,,,,,,,,,,,,,,,1.0,,0.0,,,,,,,,,0.0
TOX-97827,Cc1ccc(C(=O)COC(=O)c2ccccc2N2C(=O)C3C4CCC(C4)C3C2=O)cc1C,,,,,,,,,,,,,,,,,,,1.0,,0.0,,,,,,,,,0.0
TOX-97828,Cc1ccc(C(=O)COC(=O)CNC(=O)C(c2ccccc2)c2ccccc2)cc1[N+](=O)[O-],,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,,,0.0
TOX-97829,Cc1ccc(C(=O)COc2ccccc2C(=O)Nc2ccccc2)cc1,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,0.0
TOX-97830,Cc1ccc(C(=O)CSc2nc(C)cc(O)n2)cc1,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0
TOX-97831,Cc1ccc(C(=O)CSc2ncnc3sc4c(c23)CCCC4)cc1,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.0
TOX-97832,Cc1ccc(C(=O)N(CN2CCCC2=O)c2ccccc2)cc1C,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.0
TOX-97833,Cc1ccc(C(=O)N/C(=C/C=C/c2ccccc2)C(=O)NCc2ccco2)cc1,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,0.0
TOX-97834,Cc1ccc(C(=O)N/C(=C\c2ccc([N+](=O)[O-])cc2)C(=O)NCCc2ccccc2)cc1,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,,,,,,,,0.0
TOX-97835,Cc1ccc(C(=O)N/C(=C\c2ccc(Br)cc2)c2n[nH]c(S)n2)cc1,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,
TOX-97836,Cc1ccc(C(=O)N/N=C/c2cc(C)n(-c3ccc(Br)cc3)c2C)cc1[N+](=O)[O-],,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,0.0
TOX-97837,Cc1ccc(C(=O)N/N=C/c2nc3ccccc3n2C)cc1,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.0
TOX-97838,Cc1ccc(C(=O)N/N=C\c2ccc[nH]2)cc1[N+](=O)[O-],,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,,,,,0.0
TOX-97839,Cc1ccc(C(=O)N/N=C\c2cccn2C)cn1,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0
TOX-97840,Cc1ccc(C(=O)N2C3C=CC(C3)C2(C(F)(F)F)C(F)(F)F)cc1,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,,,,,,,,,0.0
TOX-97841,Cc1ccc(C(=O)N2c3ccccc3N(Cc3ccccc3)C(=O)C2(C)C)cc1,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,,,,,,,,0.0
TOX-97842,Cc1ccc(C(=O)N2CCN(C3c4cccc5cccc(c45)C3NS(=O)(=O)c3ccccc3)CC2)cc1,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,,,,,,,,1.0
TOX-97843,Cc1ccc(C(=O)N2CCN(c3ccc(C(F)(F)F)cn3)CC2)cc1,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.0
TOX-97844,Cc1ccc(C(=O)N2CCN(c3ncccn3)CC2)o1,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,0.0
TOX-97845,Cc1ccc(C(=O)n2cnnc2N)cc1,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,0.0
TOX-97846,Cc1ccc(C(=O)NC(=S)N2CC(C)OC(C)C2)cc1[N+](=O)[O-],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
TOX-97847,Cc1ccc(C(=O)NC(=S)Nc2cc(C(F)(F)F)ccc2Cl)cc1,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0
TOX-97848,Cc1ccc(C(=O)NC(=S)Nc2cc(-c3nc4ccccc4s3)ccc2C)cc1,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0.0
TOX-97849,Cc1ccc(C(=O)NC(=S)Nc2ccc(S(=O)(=O)N3CCN(C)CC3)cc2)cc1,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,0.0
TOX-9785,C=CCOC(=O)c1cccc(C(=O)OCC=C)c1,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
TOX-97850,Cc1ccc(C(=O)NC(=S)Nc2cccc3nsnc23)cc1,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,0.0
TOX-97851,Cc1ccc(C(=O)NC(=S)Nc2ccccc2C(F)(F)F)cc1C,,,,,,,,,,,,,,,,,,,0.0,1.0,,1.0,,,,,,,,0.0
TOX-97852,Cc1ccc(C(=O)NC(=S)NCC(=O)c2ccccc2)cc1,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0
TOX-97853,Cc1ccc(C(=O)NC(=S)NCC2CCCO2)cc1,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,,,,,,,,0.0
TOX-97854,CC1CCC(C(=O)NC(C(=O)N2CCC(N3CCCCC3)CC2)C(C)C)CC1,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0
TOX-97855,Cc1ccc(C(=O)Nc2c(C#N)c(C)c(C)n2Cc2ccccc2)cc1,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,
TOX-97856,Cc1ccc(C(=O)Nc2cc(Cl)ccc2OC(=O)c2ccc(C)cc2)cc1,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,,,,,,,,0.0
TOX-97857,Cc1ccc(C(=O)Nc2cc3c(cc2Cl)OCCCO3)cc1,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,0.0
TOX-97858,Cc1ccc(C(=O)Nc2ccc(C(=O)/C=C/c3cccs3)cc2)cc1,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0
TOX-97859,Cc1ccc(C(=O)Nc2ccc(Cc3ccncc3)cc2)cc1[N+](=O)[O-],,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,1.0
TOX-97860,Cc1ccc(C(=O)Nc2ccc(N3CCOCC3)nc2)cc1,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0
TOX-97861,Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)[O-])c3cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c23)cc1NC(=O)c1cccc(NC(=O)Nc2cccc(C(=O)Nc3cc(C(=O)Nc4ccc(S(=O)(=O)[O-])c5cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c45)ccc3C)c2)c1,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,0.0
TOX-97862,Cc1ccc(C(=O)Nc2ccc3nccnc3c2)cc1,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,0.0
TOX-97863,Cc1ccc(C(=O)Nc2cccc(-c3cnc4ccccc4n3)c2)cc1,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,0.0
TOX-97864,Cc1ccc(C(=O)NC2CCCCC2)cc1,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0
TOX-97865,Cc1ccc(C(=O)Nc2ccccc2-c2ccccc2)cc1S(=O)(=O)Nc1cccc(C)c1C,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,1.0
TOX-97866,Cc1ccc(C(=O)NC2CCCCCC2)cc1N1CCCC1=O,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0.0
TOX-97867,Cc1ccc(C(=O)Nc2nc3ccccc3n3nnnc23)cc1,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,
TOX-97868,Cc1ccc(C(=O)Nc2nccc(-c3cccs3)n2)cc1,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,0.0
TOX-97869,Cc1ccc(C(=O)NCC(=O)NCC(=O)OCC(=O)c2ccc([N+](=O)[O-])cc2)cc1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0
TOX-97870,Cc1ccc(C(=O)NCc2ccc(N3CCN(C(=O)OC(C)(C)C)CC3)cc2)cc1,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,0.0
TOX-97871,Cc1ccc(C(=O)NCC2CCCO2)cc1N1CCCC1=O,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,0.0
